,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
385,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74022,-74.17021,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,229.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,17,47,322,0,0,0,,,,,,,,0,19,19,0,0,
386,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74192,-74.17083,Entire rental unit,Entire home/apt,6,1 bath,1.0,3.0,229.0,3,1125,3,3,1125,1125,3.0,1125.0,1,17,46,76,351,0,0,0,,,,,,,,0,19,19,0,0,
387,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74016,-74.16999,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,299.0,3,1125,3,3,1125,1125,3.0,1125.0,1,27,57,87,362,2,1,0,3.0,2.5,3.0,5.0,2.5,5.0,3.0,0,19,19,0,0,0.15
388,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74021,-74.1686,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,229.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,22,297,0,0,0,,,,,,,,0,19,19,0,0,
389,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74068,-74.1691,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,299.0,3,1125,3,3,1125,1125,3.0,1125.0,1,27,57,87,316,0,0,0,,,,,,,,0,19,19,0,0,
390,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74245,-74.16904,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,229.0,3,1125,3,3,1125,1125,3.0,1125.0,1,1,10,40,315,0,0,0,,,,,,,,0,19,19,0,0,
391,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74236,-74.16909,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,309.0,3,1125,3,3,1125,1125,3.0,1125.0,1,18,38,68,343,0,0,0,,,,,,,,0,19,19,0,0,
392,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74061,-74.17067,Entire rental unit,Entire home/apt,4,1 bath,,2.0,189.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,10,40,315,0,0,0,,,,,,,,0,19,19,0,0,
393,within an hour,1.0,0.48,0.0,0.0,0.0,1.0,0.0,Central,40.74155,-74.16945,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,249.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,1,1,216,0,0,0,,,,,,,,0,19,19,0,0,
394,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.7574,-74.18731,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,60,30,30,60,60,30.0,60.0,1,0,21,51,326,7,5,0,4.71,4.71,4.57,5.0,4.71,4.43,4.57,0,50,0,50,0,0.55
395,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.7565,-74.18898,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,1125,30,30,1125,1125,30.0,1125.0,1,24,54,84,359,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,50,0,50,0,0.29
396,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75615,-74.1889,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,300,30,30,300,300,30.0,300.0,1,0,26,56,331,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,50,0,50,0,0.06
397,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75808,-74.18772,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,1125,30,30,1125,1125,30.0,1125.0,1,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,50,0,50,0,0.05
398,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75642,-74.18881,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,25,1125,25,25,1125,1125,25.0,1125.0,1,19,49,79,354,8,8,0,4.63,4.63,4.63,4.75,4.5,4.13,4.88,0,50,0,50,0,0.69
399,within an hour,1.0,0.97,0.0,6.0,6.0,1.0,1.0,South,40.72829,-74.21235,Private room in condo,Private room,2,1 shared bath,1.0,1.0,51.0,2,1125,2,2,1125,1125,2.0,1125.0,1,11,41,71,346,4,3,2,4.25,4.0,4.5,5.0,5.0,3.25,4.25,0,5,1,4,0,0.22
400,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75735,-74.18777,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,30,30,30,30,30,30.0,30.0,1,30,60,90,365,4,3,0,5.0,4.75,5.0,5.0,5.0,4.0,4.75,0,50,0,50,0,0.25
401,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75666,-74.18774,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,29,1125,29,29,1125,1125,29.0,1125.0,1,1,27,57,332,5,4,0,4.8,5.0,5.0,5.0,5.0,4.8,5.0,0,50,0,50,0,0.27
402,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75637,-74.1874,Private room in home,Private room,1,1 private bath,1.0,1.0,35.0,30,300,30,30,300,300,30.0,300.0,1,30,60,90,365,3,3,0,4.33,4.67,4.67,4.67,4.67,4.67,4.67,0,50,0,50,0,0.38
403,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75738,-74.18847,Private room in home,Private room,1,1 shared bath,1.0,1.0,31.0,20,30,20,20,30,30,20.0,30.0,1,12,42,72,347,3,2,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0,50,0,50,0,0.21
404,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75758,-74.18889,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,300,30,30,300,300,30.0,300.0,1,0,16,46,321,2,2,0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,0,50,0,50,0,0.17
405,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75655,-74.18723,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,1125,30,30,1125,1125,30.0,1125.0,1,0,25,55,330,3,2,0,4.33,4.0,4.0,5.0,4.67,3.67,4.0,0,50,0,50,0,0.17
406,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75731,-74.18722,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,30,30,30,30,30,30.0,30.0,1,30,60,90,365,12,7,1,4.92,4.83,4.92,5.0,5.0,4.67,5.0,0,50,0,50,0,0.72
407,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75781,-74.18766,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,25,300,25,25,300,300,25.0,300.0,1,26,56,86,361,4,2,0,4.75,4.75,5.0,5.0,5.0,5.0,4.75,0,50,0,50,0,0.25
408,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75778,-74.18892,Private room in home,Private room,1,1 shared bath,1.0,1.0,33.0,30,34,30,30,34,34,30.0,34.0,1,30,60,90,365,7,3,0,4.86,4.71,4.57,4.86,5.0,4.71,4.71,0,50,0,50,0,0.38
409,within a day,0.6,0.09,0.0,0.0,0.0,1.0,1.0,West,40.74647,-74.23032,Entire home,Entire home/apt,4,2 baths,2.0,2.0,186.0,3,365,3,3,365,365,3.0,365.0,1,30,60,90,365,0,0,0,,,,,,,,0,1,1,0,0,
410,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75609,-74.18701,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,29,1125,29,29,1125,1125,29.0,1125.0,1,0,0,24,299,3,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,50,0,50,0,0.2
411,,,,0.0,0.0,0.0,1.0,1.0,North,40.78208,-74.16972,Private room in home,Private room,1,1 shared bath,1.0,1.0,90.0,3,14,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,
412,,,,0.0,1.0,1.0,1.0,1.0,South,40.72381,-74.21535,Private room in home,Private room,1,1 shared bath,1.0,1.0,387.0,1,365,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,
413,within an hour,0.99,0.99,0.0,19.0,19.0,1.0,1.0,Central,40.7458,-74.18528,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,51.0,1,28,1,1,1125,1125,1.0,1125.0,1,26,56,86,86,42,35,0,4.43,4.57,4.31,4.76,4.69,4.43,4.48,1,20,0,20,0,3.07
414,within an hour,1.0,0.97,0.0,6.0,6.0,1.0,1.0,South,40.72824,-74.21084,Private room in condo,Private room,2,1 shared bath,1.0,1.0,57.0,2,1125,2,2,1125,1125,2.0,1125.0,1,11,41,71,346,4,3,0,5.0,5.0,5.0,5.0,4.5,3.5,5.0,1,5,1,4,0,0.22
415,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75672,-74.18839,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,30,30,30,30,30,30.0,30.0,1,30,60,90,365,11,8,0,5.0,5.0,4.91,4.82,4.91,5.0,4.91,0,50,0,50,0,0.67
416,within an hour,1.0,0.71,0.0,5.0,5.0,1.0,1.0,South,40.7122,-74.20823,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,48.0,2,28,2,2,1125,1125,2.0,1125.0,1,10,40,70,160,8,5,2,4.38,4.13,4.88,5.0,4.63,4.63,4.25,0,5,0,5,0,0.47
417,within an hour,1.0,0.71,0.0,5.0,5.0,1.0,1.0,South,40.71051,-74.20847,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,48.0,30,1125,30,30,1125,1125,30.0,1125.0,1,12,42,72,162,12,6,1,4.33,4.42,4.5,4.5,4.5,4.08,4.25,0,5,0,5,0,0.71
418,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.758,-74.18888,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,30,30,30,30,30,30,30.0,30.0,1,30,60,90,365,2,2,0,5.0,4.0,5.0,5.0,5.0,4.0,4.5,0,50,0,50,0,0.25
419,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75806,-74.18762,Private room in home,Private room,1,1 shared bath,1.0,1.0,33.0,20,30,20,20,30,30,20.0,30.0,1,5,35,65,340,8,6,0,4.88,4.75,4.88,5.0,4.75,4.88,5.0,0,50,0,50,0,0.51
420,within an hour,1.0,1.0,1.0,0.0,0.0,1.0,1.0,East,40.72039,-74.17527,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,185.0,3,1125,3,3,1125,1125,3.0,1125.0,1,5,23,50,133,59,38,1,4.97,4.98,5.0,4.95,4.98,4.76,4.95,1,1,1,0,0,3.42
421,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.7433,-74.22087,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1050.0,7,25,7,7,25,25,7.0,25.0,1,30,60,90,365,8,3,0,4.13,4.38,4.0,4.63,4.88,4.13,4.75,0,57,40,17,0,0.48
422,,,0.2,0.0,2.0,2.0,1.0,0.0,South,40.70487,-74.20855,Private room in home,Private room,1,1 shared bath,1.0,1.0,50.0,2,365,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,0,
423,within a day,0.5,,0.0,2.0,2.0,1.0,0.0,South,40.73178,-74.21241,Entire home,Entire home/apt,4,1 bath,2.0,2.0,160.0,2,365,2,2,1125,1125,2.0,1125.0,1,0,0,0,146,0,0,0,,,,,,,,0,1,1,0,0,
424,,,0.2,0.0,2.0,2.0,1.0,0.0,South,40.70644,-74.20687,Private room in home,Private room,1,1 shared bath,1.0,,50.0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,0,
425,within an hour,1.0,0.88,0.0,23.0,23.0,1.0,1.0,South,40.7274,-74.21508,Private room in rental unit,Private room,2,1 bath,1.0,1.0,45.0,1,1125,1,1,1125,1125,1.0,1125.0,1,30,34,59,148,5,4,0,2.4,2.4,2.8,4.0,4.2,2.0,2.4,0,20,0,20,0,0.3
426,,,,0.0,0.0,0.0,1.0,1.0,East,40.73221,-74.15032,Private room in home,Private room,2,1 private bath,1.0,,97.0,2,7,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,
427,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,South,40.71163,-74.2003,Entire rental unit,Entire home/apt,7,1 bath,3.0,4.0,132.0,2,1125,2,2,1125,1125,2.0,1125.0,1,6,25,53,319,52,46,4,4.62,4.67,4.54,4.92,4.9,4.21,4.54,0,1,1,0,0,3.49
428,within an hour,1.0,1.0,1.0,8.0,8.0,1.0,1.0,Central,40.74919,-74.16863,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,193.0,2,1125,2,2,1125,1125,2.0,1125.0,1,13,43,73,348,66,31,1,4.92,4.97,4.94,4.92,4.98,4.71,4.89,1,11,11,0,0,3.91
429,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74677,-74.18943,Private room in home,Private room,1,1 shared bath,1.0,,53.0,1,365,1,1,365,365,1.0,365.0,1,28,57,87,87,26,18,0,4.73,4.81,4.69,4.81,4.77,4.69,4.69,1,23,1,19,3,1.52
430,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74641,-74.18906,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,1,365,1,1,365,365,1.0,365.0,1,30,59,89,89,32,27,5,4.66,4.78,4.53,4.81,4.91,4.69,4.78,1,23,1,19,3,1.93
431,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74501,-74.18945,Private room in home,Private room,2,1 private bath,1.0,2.0,65.0,1,365,1,1,365,365,1.0,365.0,1,0,24,54,54,9,7,1,4.89,5.0,5.0,5.0,5.0,5.0,5.0,1,23,1,19,3,0.53
432,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74678,-74.18814,Shared room in home,Shared room,1,1 shared bath,1.0,1.0,45.0,1,365,1,1,365,365,1.0,365.0,1,24,53,83,83,39,32,4,4.74,4.74,4.51,4.79,4.82,4.56,4.56,1,23,1,19,3,2.32
433,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74482,-74.18774,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,1,365,1,1,365,365,1.0,365.0,1,22,51,81,81,43,37,2,4.65,4.74,4.56,4.7,4.7,4.65,4.7,1,23,1,19,3,2.54
434,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74479,-74.1889,Private room in home,Private room,1,1 shared bath,1.0,1.0,58.0,1,365,1,1,365,365,1.0,365.0,1,15,44,74,74,32,24,2,4.75,4.75,4.69,4.69,4.75,4.56,4.69,1,23,1,19,3,1.88
435,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74666,-74.18884,Private room in home,Private room,1,1 shared bath,1.0,1.0,59.0,1,365,1,1,365,365,1.0,365.0,1,13,42,68,68,17,13,3,4.59,4.71,4.71,4.65,4.94,4.82,4.65,1,23,1,19,3,1.27
436,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.7464,-74.18752,Private room in home,Private room,2,1 private bath,1.0,2.0,66.0,1,365,1,1,365,365,1.0,365.0,1,0,24,54,54,10,9,0,4.8,4.8,4.7,4.9,4.9,4.9,4.8,1,23,1,19,3,0.77
437,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74472,-74.18953,Shared room in home,Shared room,1,1 shared bath,1.0,1.0,45.0,1,365,1,1,365,365,1.0,365.0,1,21,50,80,80,45,23,3,4.78,4.84,4.76,4.89,4.91,4.73,4.71,1,23,1,19,3,2.64
438,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74507,-74.18954,Private room in home,Private room,1,1 shared bath,1.0,2.0,57.0,1,365,1,1,365,365,1.0,365.0,1,28,57,84,84,24,20,4,4.79,4.79,4.71,4.79,4.79,4.83,4.79,1,23,1,19,3,1.41
439,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74605,-74.18728,Private room in home,Private room,2,1 private bath,1.0,1.0,69.0,1,365,1,1,365,365,1.0,365.0,1,28,57,84,84,16,7,0,4.69,4.81,4.56,5.0,4.88,4.63,4.63,1,23,1,19,3,0.95
440,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.7467,-74.1888,Shared room in home,Shared room,1,1 shared bath,1.0,,45.0,1,365,1,1,365,365,1.0,365.0,1,28,57,84,84,58,42,6,4.72,4.81,4.69,4.88,4.83,4.71,4.72,1,23,1,19,3,3.49
441,a few days or more,0.0,1.0,0.0,1.0,1.0,1.0,1.0,South,40.72348,-74.20486,Room in boutique hotel,Private room,4,2.5 shared baths,4.0,4.0,165.0,7,25,7,7,25,25,7.0,25.0,1,30,60,90,90,0,0,0,,,,,,,,1,1,0,1,0,
442,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74633,-74.18935,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,1,365,1,1,365,365,1.0,365.0,1,29,58,85,85,26,22,4,4.69,4.81,4.58,4.81,4.81,4.65,4.65,1,23,1,19,3,1.56
443,within an hour,0.99,0.99,0.0,194.0,194.0,1.0,1.0,Central,40.74533,-74.17361,Entire rental unit,Entire home/apt,6,3 baths,3.0,3.0,414.0,3,365,4,4,365,365,4.0,365.0,1,11,41,71,346,22,21,0,4.95,4.86,4.45,4.82,4.91,4.86,4.86,1,2,2,0,0,1.55
444,within a few hours,1.0,0.86,0.0,1.0,1.0,1.0,1.0,North,40.76617,-74.17157,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,133.0,1,3,1,1,3,3,1.0,3.0,1,16,41,68,343,18,18,1,4.61,4.5,4.22,4.78,4.83,4.56,4.33,0,1,1,0,0,1.48
445,within an hour,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Central,40.74922,-74.16894,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,165.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,27,57,125,37,30,0,4.97,5.0,4.97,4.92,4.97,4.81,4.95,0,4,4,0,0,2.4
446,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.7565,-74.18731,Private room in home,Private room,1,1 shared bath,1.0,1.0,31.0,4,30,4,4,30,30,4.0,30.0,1,11,13,41,316,5,3,0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,0,50,0,50,0,0.31
447,within an hour,1.0,1.0,1.0,13.0,13.0,1.0,1.0,Central,40.74833,-74.16896,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,147.0,2,365,2,2,1125,1125,2.0,1125.0,1,23,35,65,229,45,32,3,4.84,4.96,4.98,4.87,4.8,4.44,4.62,1,4,4,0,0,2.95
448,within an hour,1.0,1.0,1.0,12.0,12.0,1.0,1.0,Central,40.74723,-74.1698,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,183.0,3,1000,3,3,1125,1125,3.0,1125.0,1,23,53,83,358,51,37,3,4.94,4.94,5.0,4.92,5.0,4.75,4.88,1,8,8,0,0,3.12
449,within an hour,1.0,1.0,1.0,12.0,12.0,1.0,1.0,Central,40.74782,-74.16948,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,208.0,3,1000,3,3,1125,1125,3.0,1125.0,1,9,36,66,341,52,38,1,4.92,4.94,4.98,4.96,4.96,4.71,4.83,1,8,8,0,0,3.27
450,within an hour,1.0,0.98,0.0,0.0,0.0,1.0,1.0,Central,40.73839,-74.19321,Entire rental unit,Entire home/apt,7,2 baths,4.0,4.0,152.0,3,1125,3,4,180,1125,3.1,1060.6,1,4,34,64,339,23,18,1,4.61,4.65,4.43,5.0,5.0,4.61,4.61,0,2,2,0,0,1.55
451,,,,0.0,1.0,1.0,1.0,1.0,Central,40.73845,-74.20083,Private room in home,Private room,1,1 shared bath,1.0,1.0,80.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,
452,within an hour,1.0,1.0,1.0,6.0,6.0,1.0,1.0,East,40.72897,-74.14498,Entire home,Entire home/apt,12,2 baths,4.0,4.0,276.0,1,1125,1,2,1125,1125,1.2,1125.0,1,2,3,26,289,52,33,1,4.96,5.0,4.98,5.0,5.0,4.96,4.88,1,6,6,0,0,3.22
453,within a day,0.9,0.75,0.0,0.0,0.0,1.0,0.0,West,40.734035,-74.246475,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,160.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,27,57,57,7,6,0,4.71,4.57,4.71,4.57,4.71,4.71,4.71,0,1,1,0,0,0.55
454,within an hour,0.97,0.99,1.0,1.0,1.0,1.0,1.0,Central,40.748329,-74.168961,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,130.0,2,28,2,2,1125,1125,2.0,1125.0,1,21,51,81,261,11,6,0,4.73,4.64,5.0,4.91,5.0,4.45,4.73,1,7,7,0,0,0.72
455,within an hour,0.97,0.99,0.0,22.0,22.0,1.0,0.0,Central,40.74495,-74.18821,Private room in home,Private room,1,1 shared bath,,2.0,48.0,1,365,1,1,365,365,1.0,365.0,1,4,33,59,59,38,26,0,4.82,4.82,4.74,4.89,4.79,4.5,4.68,1,23,1,19,3,2.37
456,within an hour,1.0,1.0,1.0,6.0,6.0,1.0,1.0,East,40.73077,-74.14488,Entire home,Entire home/apt,16,4 baths,7.0,7.0,477.0,1,1125,1,2,1125,1125,1.2,1125.0,1,0,26,52,315,22,22,2,4.95,4.95,4.82,5.0,5.0,4.95,5.0,1,6,6,0,0,1.83
457,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75693,-74.18733,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,27,1125,27,27,1125,1125,27.0,1125.0,1,0,11,41,316,6,4,0,5.0,4.83,4.67,5.0,5.0,4.67,4.67,0,50,0,50,0,0.39
458,within an hour,1.0,1.0,0.0,25.0,25.0,1.0,1.0,West,40.74036,-74.19398,Shared room in home,Shared room,1,1 shared bath,1.0,1.0,60.0,1,1125,1,1,1125,1125,1.0,1125.0,1,1,1,25,300,2,1,1,4.5,4.0,5.0,5.0,4.5,5.0,5.0,1,12,0,10,2,0.13
459,within a few hours,1.0,0.99,0.0,1.0,1.0,1.0,1.0,South,40.7134,-74.20916,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,100.0,1,28,1,1,28,28,1.0,28.0,1,23,53,83,262,79,67,6,4.58,4.78,4.71,4.86,4.89,4.16,4.52,0,1,1,0,0,5.12
460,within an hour,0.96,1.0,0.0,3.0,3.0,1.0,1.0,Central,40.74877,-74.16838,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,119.0,1,1125,1,1,1125,1125,1.0,1125.0,1,13,13,13,262,48,33,3,4.56,4.69,4.5,4.81,4.65,4.73,4.5,1,2,2,0,0,3.11
461,a few days or more,0.0,0.1,0.0,1.0,1.0,1.0,1.0,Central,40.733608,-74.174484,Entire rental unit,Entire home/apt,2,1 bath,,1.0,63.0,3,14,3,3,14,14,3.0,14.0,1,1,25,55,330,0,0,0,,,,,,,,0,1,1,0,0,
462,within an hour,1.0,0.97,0.0,3.0,3.0,1.0,0.0,Central,40.73023,-74.17151,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,133.0,5,1125,5,28,1125,1125,27.0,1125.0,1,24,54,84,90,2,1,0,4.0,4.0,5.0,5.0,4.0,3.5,3.5,0,6,6,0,0,0.15
463,within an hour,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Central,40.73347,-74.17477,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,132.0,28,200,3,28,1125,1125,26.8,1125.0,1,8,18,46,144,23,15,3,4.91,4.96,5.0,4.87,4.91,4.39,4.74,0,2,2,0,0,1.46
464,within a day,1.0,0.83,1.0,0.0,0.0,1.0,1.0,South,40.71139,-74.20745,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,40.0,5,29,5,5,29,29,5.0,29.0,1,4,16,16,16,7,5,0,4.71,5.0,4.86,4.86,4.71,3.86,4.43,0,3,1,2,0,0.5
465,within an hour,0.96,0.85,0.0,9.0,9.0,1.0,1.0,West,40.74221,-74.19998,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,98.0,1,365,1,2,1125,1125,1.3,1125.0,1,0,9,29,303,27,19,1,4.26,4.44,4.63,4.48,4.37,3.59,4.11,0,4,3,1,0,1.73
466,within an hour,0.97,0.99,1.0,1.0,1.0,1.0,1.0,Central,40.74833,-74.16896,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,215.0,2,28,2,2,1125,1125,2.0,1125.0,1,0,20,50,230,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,7,7,0,0,0.19
467,within a few hours,1.0,0.85,1.0,0.0,0.0,1.0,1.0,Central,40.75147,-74.18008,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,58.0,2,31,2,2,31,31,2.0,31.0,1,24,54,84,359,19,10,1,4.84,4.95,4.89,4.95,4.84,4.74,4.79,0,1,0,1,0,1.22
468,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,South,40.710037,-74.209106,Entire rental unit,Entire home/apt,7,1 bath,3.0,5.0,221.0,2,21,2,2,21,21,2.0,21.0,1,27,51,78,353,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,1.0
469,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,West,40.74122,-74.23217,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,200.0,1,60,1,1,1125,1125,1.0,1125.0,1,26,56,86,361,51,32,2,4.82,4.9,4.82,4.92,4.92,4.41,4.76,1,2,2,0,0,3.36
470,within an hour,1.0,1.0,1.0,2.0,2.0,1.0,1.0,Central,40.7273,-74.18175,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,143.0,1,1125,1,1,1125,1125,1.0,1125.0,1,19,49,73,348,66,59,4,4.79,4.79,4.91,4.94,4.85,4.55,4.8,1,1,1,0,0,4.77
471,within an hour,0.88,0.97,0.0,5.0,5.0,1.0,1.0,West,40.73525,-74.21075,Entire rental unit,Entire home/apt,8,2 baths,3.0,5.0,199.0,3,1125,3,3,1125,1125,3.0,1125.0,1,21,51,81,356,0,0,0,,,,,,,,0,5,1,4,0,
